country,countrycode,year,k,y,k_over_y,rnna,rgdpna,emp,delta,csh_i,hc
Spain,ESP,2008,528687.7436970344,93170.13578497144,5.674433542924095,11188165.0,1971679.625,21.1621417999268,0.0357905626296997,0.351256430149078,2.76869511604309
Spain,ESP,2009,576186.4820522921,95668.00295435521,6.022771086035947,11427511.0,1897384.25,19.8330078125,0.0356782972812653,0.296164155006409,2.78582119941711
Spain,ESP,2010,597056.3327317375,97506.88581638156,6.123222249719614,11629040.0,1899170.0,19.4772911071777,0.0353942029178143,0.286166369915009,2.80305314064026
Spain,ESP,2011,620024.3817902935,99327.99496241922,6.2421916603157035,11779121.0,1887016.875,18.9978351593018,0.0352585352957249,0.262567579746246,2.82275176048279
Spain,ESP,2012,653434.5332668641,100791.43294274747,6.483036446540396,11883093.0,1832951.75,18.1855907440186,0.0351593419909477,0.245542362332344,2.84258842468262
Spain,ESP,2013,672478.5623436454,101562.24354896456,6.621344102342857,11963375.0,1806789.5,17.7899723052979,0.035103902220726,0.241378039121628,2.8625648021698
Spain,ESP,2014,670922.9069562859,102029.09910298132,6.575799579285723,12061736.0,1834261.5,17.9778270721436,0.0351285077631474,0.24624302983284,2.88268136978149
Spain,ESP,2015,658435.1842589566,103166.36216092944,6.382266181217693,12182141.0,1908748.5,18.5016555786133,0.0352773666381836,0.251672148704529,2.90293955802918
Spain,ESP,2016,651013.36105324,103938.23544503437,6.2634636644136155,12303894.0,1964391.375,18.8996028900147,0.0355149582028389,0.252932906150818,2.92333984375
Spain,ESP,2017,641472.2984281606,104094.56570476457,6.162399488245326,12455941.0,2021281.0,19.4177379608154,0.0358178466558456,0.261575877666473,2.94388365745544
Spain,ESP,2018,636742.8058109764,104270.91144040489,6.106619737134466,12638864.0,2069698.875,19.8492450714111,0.0362006947398186,0.279063254594803,2.96457171440125
Spain,ESP,2019,630706.0452372833,103641.83199354837,6.085438988347334,12842038.0,2110289.5,20.3613681793213,0.03663070499897,0.273746371269226,2.9854052066803
